country_name,vaccine_name,avg_coverage,total_incidence,coverage_to_incidence_ratio
Sri Lanka,"HPV Female, final dose",56.68,93908.4,0.000603566880066107
Iran (Islamic Republic of),Influenza pregnant women,37.5,62155.200000000004,0.0006033284423507606
Finland,"HPV Vaccination program coverage, first dose, males",65.75,109543.0,0.0006002209178130962
Bermuda,"Measles-containing vaccine, 2nd dose",71.168,118614.59999999999,0.0005999935926943227
Lithuania,"Pneumococcal conjugate vaccine, 1st dose",83.30125000000001,138848.0,0.0005999456239917032
Jordan,"Inactivated polio-containing vaccine, 2nd dose",94.04666666666667,156783.2,0.0005998516847893566
Israel,Influenza pregnant women,31.909999999999997,53262.5,0.0005991081905655949
Iceland,"HPV Vaccination program coverage, first dose, males",94.0,157007.19999999998,0.0005986986584054745
Barbados,"Measles-containing vaccine, 1st dose",86.8054761904762,145056.3,0.000598426102075375
Kuwait,"Pneumococcal conjugate vaccine, 2nd dose",97.12666666666667,162610.0,0.0005972982391406843
Peru,"Pertussis-containing vaccine, pregnant women",39.8925,66788.4,0.0005972968359775051
Panama,Influenza child age group 2,60.86333333333334,102055.2,0.0005963766014209304
Costa Rica,"HPV Vaccination program coverage, first dose, females",82.0,137937.8,0.000594470841205239
Barbados,"Polio, 3rd dose",86.109375,145056.3,0.0005936272674816606
Mauritius,"Measles-containing vaccine, 1st dose",84.79714285714286,142873.6,0.0005935116274605165
Anguilla,"HepB, 3rd dose",84.8008695652174,142992.2,0.000593045421814738
Northern Mariana Islands,"DTP-containing vaccine, 1st dose",89.07214285714285,150517.5,0.0005917726700027761
Malta,Influenza older persons,64.1675,108559.8,0.0005910797551211406
Barbados,"DTP-containing vaccine, 3rd dose",85.6484496124031,145056.3,0.0005904497054757574
Argentina,Typhoid conjugate vaccine,60.32000000000001,102200.4,0.0005902129541567353
Georgia,Influenza all persons above >6 months (universal recommendation),49.61,84102.6,0.0005898747482241928
India,"Tetanus-containing vaccine, 4th dose (1st booster)",64.648,109598.4,0.0005898626257317625
Hungary,"DTP-containing vaccine, 1st dose",99.426,168596.5,0.0005897275447592329
Slovenia,"HPV Male, final dose",23.25,39460.8,0.0005891923123707577
Palau,"Inactivated polio-containing vaccine, 1st dose",98.8693103448276,168237.69999999998,0.0005876763076577224
Comoros,"Inactivated polio-containing vaccine, 2nd dose",72.0,122692.5,0.0005868329359985329
Viet Nam,"Japanese encephalitis vaccine, 1st dose",88.2025,150322.8,0.0005867539721186673
Brazil,"Diphtheria-containing vaccine, 4th dose (1st booster)",68.62454545454545,116991.59999999999,0.0005865766897328138
Colombia,"Diphtheria-containing vaccine, 4th dose (1st booster)",82.0225,140024.4,0.0005857729081502938
Colombia,"Pertussis-containing vaccine, 4th dose (1st booster)",82.0225,140024.4,0.0005857729081502938
Libya,"HPV Vaccination program coverage, first dose, females",71.0,121704.8,0.0005833787985354727
Argentina,Influenza child age group 1,59.62,102200.4,0.0005833636658956325
Timor-Leste,"Pneumococcal conjugate vaccine, final dose",44.38666666666666,76190.4,0.0005825755825755826
Iceland,"HPV Vaccination coverage by age 15, first dose, females",91.36363636363636,157007.19999999998,0.000581907303382497
Colombia,"Tetanus-containing vaccine, 4th dose (1st booster)",81.42699999999999,140024.4,0.0005815200779292752
Syrian Arab Republic,"HepB, birth dose total (including those given within and after 24 hours of birth)",73.92,127424.0,0.000580110497237569
Belize,"Diphtheria-containing vaccine, 5th dose (2nd booster)",73.955,127600.8,0.0005795810057617194
Belize,"Tetanus-containing vaccine, 5th dose (2nd booster)",73.95333333333333,127600.8,0.0005795679441926173
Türkiye,"HepB, birth dose total (including those given within and after 24 hours of birth)",92.34916666666666,159352.0,0.0005795293856786652
Dominica,Influenza chronic pediatric,23.5,40727.4,0.0005770071254241615
Kyrgyzstan,Influenza other,21.3,37018.8,0.0005753833187461506
Finland,"HPV Vaccination program coverage, last dose, males",63.0,109543.0,0.0005751166208703432
"China, Macao SAR",Influenza health care workers,38.37833333333334,66736.8,0.0005750700263322984
Iceland,"HPV Vaccination program coverage, first dose, females",90.15384615384616,157007.19999999998,0.0005742019866212898
Bahamas,"Inactivated polio-containing vaccine, 2nd dose",91.08399999999999,158754.0,0.0005737430237978255
Iceland,"HPV Vaccination coverage by age 15, last dose, females",89.9090909090909,157007.19999999998,0.0005726431075077507
Finland,"HPV Vaccination program coverage, last dose, females",62.666666666666664,109543.0,0.000572073675786373
Republic of Korea,Japanese encephalitis,92.83322580645161,162422.4,0.0005715543287530021
El Salvador,"Diphtheria-containing vaccine, 6th dose (3rd booster)",73.904,129376.8,0.0005712306997854329
El Salvador,"Tetanus-containing vaccine, 6th dose (3rd booster)",73.904,129376.8,0.0005712306997854329
Kyrgyzstan,"Tetanus-containing vaccine, 4th dose (1st booster)",84.57833333333333,148075.2,0.000571185001494736
Uruguay,"Diphtheria-containing vaccine, 4th dose (1st booster)",94.705,165812.4,0.0005711575250101922
South Africa,"HPV Vaccination program coverage, first dose, females",62.1,108777.2,0.0005708916942153319
Thailand,"HPV Female, final dose",96.0,168334.8,0.0005702920608216483
Kyrgyzstan,"Tetanus-containing vaccine, 5th dose (2nd booster)",84.15272727272728,148075.2,0.0005683107453018958
Haiti,"Pneumococcal conjugate vaccine, 2nd dose",70.5,124135.2,0.0005679291611082111
Andorra,"Inactivated polio-containing vaccine, 1st dose",99.25,174957.0,0.0005672822464948531
Viet Nam,"Japanese encephalitis vaccine, last dose",85.265,150322.8,0.000567212691620965
Paraguay,"Diphtheria-containing vaccine, 4th dose (1st booster)",54.104166666666664,95478.0,0.0005666663175461014
Paraguay,"Tetanus-containing vaccine, 4th dose (1st booster)",54.104166666666664,95478.0,0.0005666663175461014
Paraguay,"Pertussis-containing vaccine, 4th dose (1st booster)",54.100833333333334,95478.0,0.0005666314054895718
Finland,"HPV Vaccination coverage by age 15, last dose, males",62.0,109543.0,0.0005659877856184329
Cayman Islands,"DTP-containing vaccine, 3rd dose",91.8059649122807,162301.4,0.0005656510967390343
Kyrgyzstan,"Tetanus-containing vaccine, 6th dose (3rd booster)",83.74181818181819,148075.2,0.000565535742526893
Panama,"Inactivated polio-containing vaccine, 2nd dose",86.49333333333334,153082.8,0.0005650101339492963
Uruguay,"Pertussis-containing vaccine, 4th dose (1st booster)",93.67333333333333,165812.4,0.0005649356340860715
Uruguay,"Tetanus-containing vaccine, 4th dose (1st booster)",93.67333333333333,165812.4,0.0005649356340860715
Trinidad and Tobago,Influenza pregnant women,61.75,109320.6,0.0005648523700016282
Saint Vincent and the Grenadines,"HepB, birth dose total (including those given within and after 24 hours of birth)",97.316,172524.80000000002,0.0005640696294098008
Iceland,"HPV Vaccination program coverage, last dose, females",88.41666666666667,157007.19999999998,0.0005631376565320996
Tunisia,"Pneumococcal conjugate vaccine, 2nd dose",93.19875,165559.2,0.0005629330777147993
Kazakhstan,"Diphtheria-containing vaccine, 5th dose (2nd booster)",96.34363636363636,171204.0,0.000562741737130186
Kazakhstan,"Tetanus-containing vaccine, 5th dose (2nd booster)",96.34363636363636,171204.0,0.000562741737130186
Costa Rica,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.53857142857143,157643.2,0.0005616390141063581
Bermuda,Influenza pregnant women,10.2425,18248.399999999998,0.0005612820850047128
Cayman Islands,"Measles-containing vaccine, 1st dose",89.4258,159503.1,0.0005606524261910896
Uruguay,"Tetanus-containing vaccine, 6th dose (3rd booster)",92.94166666666666,165812.4,0.0005605230167747808
Jamaica,"HepB, birth dose total (including those given within and after 24 hours of birth)",80.49,143630.4,0.0005603966848243825
Republic of Moldova,Influenza chronic pediatric,76.25,136075.2,0.0005603519230543111
Democratic People's Republic of Korea,"Measles-containing vaccine, 2nd dose",83.05125,148223.4,0.0005603113273612669
Cayman Islands,"Polio, 3rd dose",90.87689655172414,162301.4,0.000559926756957883
Iran (Islamic Republic of),"HepB, birth dose total (including those given within and after 24 hours of birth)",92.79125,165747.2,0.0005598360032628002
Uruguay,"Diphtheria-containing vaccine, 6th dose (3rd booster)",92.60499999999999,165812.4,0.0005584926097203827
Kazakhstan,"Diphtheria-containing vaccine, 6th dose (3rd booster)",95.58727272727272,171204.0,0.0005583238284577038
Kazakhstan,"Tetanus-containing vaccine, 6th dose (3rd booster)",95.58727272727272,171204.0,0.0005583238284577038
Dominican Republic,"Pertussis-containing vaccine, 4th dose (1st booster)",79.62666666666667,142884.0,0.0005572818976699047
Dominican Republic,"Tetanus-containing vaccine, 4th dose (1st booster)",79.62666666666667,142884.0,0.0005572818976699047
Dominican Republic,"Diphtheria-containing vaccine, 4th dose (1st booster)",79.54333333333332,142884.0,0.0005566986739826245
Hungary,"Hib, 3rd dose",99.50677966101696,179244.7,0.0005551448922116914
Mexico,"Inactivated polio-containing vaccine, 1st dose",90.49481481481482,163348.3,0.0005539991222119533
Region of the Americas,"Pneumococcal conjugate vaccine, final dose",71.1875,128771.2,0.0005528215936482692
Peru,"HPV Vaccination program coverage, first dose, males",86.0,155839.6,0.0005518494657327149
Peru,"HPV Vaccination program coverage, last dose, males",86.0,155839.6,0.0005518494657327149
Paraguay,"HepB, birth dose total (including those given within and after 24 hours of birth)",70.09076923076924,127304.0,0.0005505779019572774
Democratic People's Republic of Korea,"DTP-containing vaccine, 1st dose",83.23478260869565,151411.0,0.0005497274478650537
Eritrea,"Inactivated polio-containing vaccine, 2nd dose",79.45666666666668,144591.3,0.0005495259166123182
Kazakhstan,"Diphtheria-containing vaccine, 4th dose (1st booster)",94.01818181818183,171204.0,0.0005491587919568575
Kazakhstan,"Pertussis-containing vaccine, 4th dose (1st booster)",94.01818181818183,171204.0,0.0005491587919568575
Kazakhstan,"Tetanus-containing vaccine, 4th dose (1st booster)",94.01818181818183,171204.0,0.0005491587919568575
Croatia,"HPV Vaccination program coverage, first dose, females",28.625,52210.2,0.0005482645153628984
Croatia,"HPV Vaccination program coverage, last dose, females",28.625,52210.2,0.0005482645153628984
Iceland,Influenza child age group 1,36.89,67288.8,0.0005482338814186016
Bosnia and Herzegovina,"Tetanus-containing vaccine, 6th dose (3rd booster)",78.90444444444445,144699.6,0.0005452982900052553
Dominica,Influenza health care workers,22.2,40727.4,0.0005450875823155909
United States of America,"DTP-containing vaccine, 1st dose",97.80136363636363,180041.0,0.0005432171762896431
United States of America,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",60.23333333333333,110955.5,0.0005428602758162807
Fiji,Typhoid conjugate vaccine,52.029999999999994,95965.2,0.0005421757053598596
Uruguay,"Diphtheria-containing vaccine, 5th dose (2nd booster)",89.89,165812.4,0.0005421186835242721
Uruguay,"Tetanus-containing vaccine, 5th dose (2nd booster)",89.89,165812.4,0.0005421186835242721
Bahrain,"Inactivated polio-containing vaccine, 2nd dose",98.82,182628.0,0.0005410999408633944
Bermuda,Influenza older persons,9.825,18248.399999999998,0.0005384033668705202
Malaysia,"HPV Female, final dose",43.67,81148.6,0.0005381485324454149
Guatemala,Influenza child age group 2,21.35,39688.8,0.0005379351353530467
North Macedonia,"Diphtheria-containing vaccine, 4th dose (1st booster)",72.00999999999999,134098.0,0.0005369953317722858
North Macedonia,"Pertussis-containing vaccine, 4th dose (1st booster)",72.00999999999999,134098.0,0.0005369953317722858
North Macedonia,"Tetanus-containing vaccine, 4th dose (1st booster)",72.00999999999999,134098.0,0.0005369953317722858
Ecuador,"HPV Vaccination program coverage, last dose, females",62.6,116879.0,0.0005355966426817478
Paraguay,Influenza child age group 1,25.48,47739.0,0.0005337355202245543
Brunei Darussalam,Influenza child age group 1,65.44500000000001,122634.6,0.0005336585270388618
"China, Macao SAR",Influenza older persons,35.57125,66736.8,0.0005330080255571139
Anguilla,"Measles-containing vaccine, 2nd dose",69.115,129690.6,0.0005329222009922076
Latvia,Influenza child age group 1,26.876,50488.8,0.0005323160780212642
Luxembourg,"Rotavirus, last dose",88.76666666666667,166784.2,0.0005322246751590778
Northern Mariana Islands,"Rotavirus, last dose",45.76294117647059,86010.0,0.0005320653549176909
Cuba,"Inactivated polio-containing vaccine, 1st dose",99.23076923076923,186707.8,0.000531476291996206
Tajikistan,"HepB, birth dose total (including those given within and after 24 hours of birth)",98.09214285714286,184795.2,0.000530815426251022
Luxembourg,"Pneumococcal conjugate vaccine, final dose",92.2909090909091,173881.4,0.0005307693007469982
Mexico,"HPV Female, final dose",71.69130434782608,135184.8,0.0005303207486923536
Lithuania,"Rotavirus, 1st dose",73.595,138848.0,0.0005300400437888914
Czechia,"HPV Vaccination program coverage, first dose, males",40.833333333333336,77228.2,0.0005287360489216806
Czechia,"HPV Vaccination program coverage, last dose, males",40.833333333333336,77228.2,0.0005287360489216806
Singapore,"Pneumococcal conjugate vaccine, 2nd dose",84.05,158966.4,0.000528728083418886
Canada,"Pneumococcal conjugate vaccine, 2nd dose",94.35,178896.0,0.0005274013952240407
Kyrgyzstan,"HPV Vaccination coverage by age 15, first dose, females",91.0,172754.4,0.0005267593763168984
Haiti,"Inactivated polio-containing vaccine, 1st dose",78.99833333333333,149996.7,0.0005266671422326846
Ireland,Influenza chronic adult,70.0,133042.8,0.0005261464731650266
Costa Rica,"HPV Female, final dose",62.102,118232.40000000001,0.0005252536529749881
Ireland,Influenza older persons,69.87666666666667,133042.8,0.0005252194531884977
Estonia,"HPV Vaccination coverage by age 15, first dose, females",59.6,113591.8,0.0005246857607679428
Malaysia,"Pneumococcal conjugate vaccine, 1st dose",104.53,199750.4,0.0005233030822466439
Gambia,"Pertussis-containing vaccine, pregnant women",54.230000000000004,103645.8,0.0005232242888761532
Brazil,"HepB, birth dose total (including those given within and after 24 hours of birth)",81.598,155988.8,0.000523101658580616
Fiji,"Tetanus-containing vaccine, 4th dose (1st booster)",100.37750000000001,191930.4,0.0005229890627018962
Germany,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.875,156895.2,0.0005218451552373814
Thailand,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.615,168334.8,0.0005204806136342575
Thailand,"Pertussis-containing vaccine, 4th dose (1st booster)",87.615,168334.8,0.0005204806136342575
Thailand,"Tetanus-containing vaccine, 4th dose (1st booster)",87.615,168334.8,0.0005204806136342575
Ecuador,"HepB, birth dose total (including those given within and after 24 hours of birth)",69.38,133576.0,0.0005194046834760735
Lebanon,"Pneumococcal conjugate vaccine, final dose",75.87722222222222,146481.6,0.0005179983166638145
Seychelles,"HPV Female, final dose",119.88499999999999,231490.8,0.0005178823521280327
France,Influenza chronic adult,31.400000000000002,60678.5,0.0005174814802607184
"China, Hong Kong SAR","Measles-containing vaccine, 2nd dose",97.11411764705883,187752.6,0.0005172451281476732
Belgium,Influenza health care workers,65.0,125760.0,0.0005168575063613231
Paraguay,"HPV Vaccination program coverage, last dose, females",57.54545454545455,111391.0,0.000516607755971798
Guatemala,"HPV Female, final dose",40.871111111111105,79377.6,0.000514894770201053
Azerbaijan,Influenza chronic children and adults,26.150000000000002,50897.5,0.0005137776904563093
Latvia,Influenza health care workers,25.92,50488.8,0.0005133811855302562
Estonia,"HPV Female, final dose",49.912499999999994,97364.4,0.0005126360353476219
Georgia,"Diphtheria-containing vaccine, 4th dose (1st booster)",86.12,168205.2,0.0005119936839051349
Georgia,"Pertussis-containing vaccine, 4th dose (1st booster)",86.12,168205.2,0.0005119936839051349
Georgia,"Tetanus-containing vaccine, 4th dose (1st booster)",86.12,168205.2,0.0005119936839051349
Austria,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",90.0,175922.7,0.0005115883282828197
Germany,"Rubella-containing vaccine, 1st dose",94.72,185223.5,0.0005113821950238496
Slovenia,"HPV Vaccination program coverage, first dose, males",23.5,46037.6,0.0005104523259248962
Slovenia,"HPV Vaccination program coverage, last dose, males",23.5,46037.6,0.0005104523259248962
North Macedonia,"HepB, birth dose total (including those given within and after 24 hours of birth)",95.72333333333333,187737.19999999998,0.0005098794129950448
Portugal,"Pneumococcal conjugate vaccine, final dose",94.625,185750.4,0.000509420168139611
Austria,"Rotavirus, last dose",58.9,115675.2,0.000509184336832787
Andorra,"Pneumococcal conjugate vaccine, 1st dose",98.29499999999999,193056.0,0.0005091527846842367
Mexico,"Pneumococcal conjugate vaccine, 1st dose",91.735,180246.4,0.0005089422035613471
Czechia,"HPV Vaccination coverage by age 15, first dose, males",39.25,77228.2,0.0005082340388614522
Czechia,"HPV Vaccination coverage by age 15, last dose, males",39.25,77228.2,0.0005082340388614522
Suriname,"HPV Vaccination coverage by age 15, last dose, females",41.375,81548.6,0.0005073661595661973
Cayman Islands,BCG (Baccille Calmette Guérin) vaccine,82.2237037037037,162301.4,0.0005066111795936678
Palau,"Rotavirus, 1st dose",94.0182142857143,185641.59999999998,0.0005064501398701277
Nicaragua,"Pneumococcal conjugate vaccine, 1st dose",105.69500000000001,208966.4,0.000505799018406787
South-East Asia Region,"Inactivated polio-containing vaccine, 1st dose",65.11111111111111,128759.4,0.0005056804482710476
Palau,"Pneumococcal conjugate vaccine, 1st dose",93.81299999999999,185641.59999999998,0.0005053447072207953
Trinidad and Tobago,"Inactivated polio-containing vaccine, 2nd dose",92.049,182201.0,0.0005052057892108167
Brazil,"HPV Vaccination program coverage, last dose, females",68.8,136490.2,0.000504065493346775
Kuwait,"Pneumococcal conjugate vaccine, 1st dose",98.31500000000001,195132.0,0.000503838427320993
New Zealand,"Diphtheria-containing vaccine, 4th dose (1st booster)",88.618,175942.8,0.0005036750580302235
New Zealand,"Pertussis-containing vaccine, 4th dose (1st booster)",88.618,175942.8,0.0005036750580302235
New Zealand,"Tetanus-containing vaccine, 4th dose (1st booster)",88.618,175942.8,0.0005036750580302235
Libya,"Pneumococcal conjugate vaccine, 2nd dose",96.32578947368422,191250.4,0.0005036632052726908
Mexico,"Rotavirus, 1st dose",90.75925925925925,180246.4,0.0005035288319725623
Guam,"HepB, birth dose total (including those given within and after 24 hours of birth)",97.0923076923077,192876.80000000002,0.0005033902869204989
Fiji,"Tetanus-containing vaccine, 5th dose (2nd booster)",96.61250000000001,191930.4,0.0005033725767257299
Estonia,"HPV Vaccination program coverage, first dose, females",57.166666666666664,113591.8,0.0005032640266873724
Guyana,"Pneumococcal conjugate vaccine, 2nd dose",97.50791666666667,193843.2,0.0005030246955614985
India,"Tetanus-containing vaccine, 5th dose (2nd booster)",55.054,109598.4,0.0005023248514576856
Dominica,Protection at birth (PAB) against neonatal tetanus,64.69166666666666,128970.09999999999,0.0005016020509146436
United Kingdom of Great Britain and Northern Ireland,Influenza older persons,76.33166666666666,152206.8,0.0005014997139856214
Belarus,Influenza child age group 2,52.80166666666666,105301.2,0.0005014346148635217
Brazil,"HPV Vaccination coverage by age 15, last dose, females",68.375,136490.2,0.0005009517166800254
Guam,"HPV Female, final dose",48.2,96438.40000000001,0.0004998009091814049
Thailand,"Diphtheria-containing vaccine, 5th dose (2nd booster)",84.017,168334.8,0.0004991065424380461
Thailand,"Tetanus-containing vaccine, 5th dose (2nd booster)",84.017,168334.8,0.0004991065424380461
Eritrea,"Meningococcal A conjugate vaccine, last dose",80.13285714285715,160657.0,0.0004987822326002425
South Africa,"HPV Vaccination coverage by age 15, first dose, females",54.166666666666664,108777.2,0.0004979597440149835
Belize,"HepB, birth dose total (including those given within and after 24 hours of birth)",84.6375,170134.4,0.0004974743496905976
Cayman Islands,"Diphtheria-containing vaccine, 6th dose (3rd booster)",13.92,27983.0,0.0004974448772468999
Cayman Islands,"Tetanus-containing vaccine, 6th dose (3rd booster)",13.92,27983.0,0.0004974448772468999
Nicaragua,"Rotavirus, 1st dose",103.87593749999999,208966.4,0.0004970939706096291
Israel,"HPV Female, final dose",52.864,106525.0,0.0004962590941093639
Turkmenistan,"Rotavirus, 1st dose",81.96,165510.4,0.0004951954680793472
Italy,Influenza older persons,57.75,116622.0,0.0004951895868704018
Russian Federation,Influenza child age group 2,73.23,147891.6,0.0004951599685174817
Honduras,Influenza child age group 1,49.264,99614.4,0.0004945469731283831
Dominican Republic,"Pertussis-containing vaccine, pregnant women",35.2875,71442.0,0.0004939321407575376
Sri Lanka,"HPV Vaccination program coverage, last dose, females",54.0,109559.8,0.0004928815131097355
Bolivia (Plurinational State of),"HPV Vaccination coverage by age 15, first dose, females",78.75,159797.4,0.0004928115225904802
Indonesia,"Inactivated polio-containing vaccine, 2nd dose",38.015,77251.5,0.000492094004647159
Malaysia,Japanese encephalitis,95.21461538461539,193508.2,0.0004920443442945332
Guatemala,"Pneumococcal conjugate vaccine, 2nd dose",78.07173913043478,158755.2,0.0004917743741964659
Indonesia,"HPV Female, final dose",50.58,103002.0,0.0004910584260499796
Montenegro,Influenza health care workers,4.108,8374.0,0.0004905660377358491
Republic of Moldova,Influenza health care workers,66.68333333333332,136075.2,0.0004900476599213767
Germany,"DTP-containing vaccine, 1st dose",96.97415384615384,198298.1,0.0004890321886400013
Croatia,"Pneumococcal conjugate vaccine, final dose",87.51818181818182,179006.4,0.0004889109094321868
Morocco,"HepB, birth dose total (including those given within and after 24 hours of birth)",97.625,199700.0,0.0004888582874311467
Slovakia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",99.0909090909091,203049.0,0.00048801476043176323
Turkmenistan,"Pneumococcal conjugate vaccine, 1st dose",80.5,165510.4,0.000486374270136499
Peru,"Diphtheria-containing vaccine, 4th dose (1st booster)",64.96333333333334,133576.8,0.00048633694873161614
Peru,"Pertussis-containing vaccine, 4th dose (1st booster)",64.96333333333334,133576.8,0.00048633694873161614
Peru,"Tetanus-containing vaccine, 4th dose (1st booster)",64.96333333333334,133576.8,0.00048633694873161614
Kyrgyzstan,Influenza chronic children and adults,30.0,61698.0,0.00048623942429252165
Georgia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",81.66833333333334,168205.2,0.0004855279939819538
Georgia,"Tetanus-containing vaccine, 5th dose (2nd booster)",81.66833333333334,168205.2,0.0004855279939819538
Kuwait,"Inactivated polio-containing vaccine, 1st dose",98.55916666666667,203262.5,0.00048488612836438923
Democratic People's Republic of Korea,"Rubella-containing vaccine, 1st dose",64.86888888888889,133879.2,0.000484532988611292
Armenia,Influenza chronic children and adults,42.238,87336.5,0.0004836236854007202
Ecuador,"Diphtheria-containing vaccine, 6th dose (3rd booster)",48.444,100182.0,0.0004835599209438822
Dominican Republic,"Tetanus-containing vaccine, 5th dose (2nd booster)",69.08000000000001,142884.0,0.00048346910780773224
Dominican Republic,"Diphtheria-containing vaccine, 5th dose (2nd booster)",68.99666666666667,142884.0,0.00048288588412045204
British Virgin Islands,"Inactivated polio-containing vaccine, 2nd dose",64.79571428571428,134674.4,0.00048112866502998555
Ghana,"Malaria vaccine, 1st dose",86.37,179520.0,0.00048111631016042785
Belgium,Influenza residents living in long term care facilities,60.5,125760.0,0.00048107506361323157
Suriname,"Inactivated polio-containing vaccine, 1st dose",81.14370370370371,168922.1,0.00048036167975477276
Latvia,"HPV Female, final dose",56.56714285714286,117807.2,0.0004801671108144737
Nicaragua,"Inactivated polio-containing vaccine, 1st dose",90.88037037037037,189375.80000000002,0.00047989431791374803
Suriname,"Diphtheria-containing vaccine, 5th dose (2nd booster)",33.47666666666667,69898.8,0.0004789304918920878
Honduras,"Pertussis-containing vaccine, pregnant women",47.702,99614.4,0.0004788665092597054
Germany,"HPV Vaccination coverage by age 15, last dose, males",14.6,30507.4,0.00047857241193939825
Germany,"HPV Vaccination program coverage, last dose, males",14.6,30507.4,0.00047857241193939825
New Caledonia,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.95,188215.19999999998,0.00047791039193433905
New Caledonia,"Pertussis-containing vaccine, 4th dose (1st booster)",89.95,188215.19999999998,0.00047791039193433905
New Caledonia,"Tetanus-containing vaccine, 4th dose (1st booster)",89.95,188215.19999999998,0.00047791039193433905
Guatemala,"Inactivated polio-containing vaccine, 1st dose",91.53333333333333,191829.2,0.00047716058521504197
Estonia,"HPV Vaccination coverage by age 15, last dose, females",54.0,113591.8,0.00047538642754142463
Iraq,Influenza travellers (incl. Hajj pilgrimage),99.0,208709.5,0.00047434352533066293
Fiji,"Fractional inactivated polio-containing vaccine, 1st dose",91.0,191930.4,0.00047413020553283903
Netherlands (Kingdom of the),"HPV Male, final dose",54.06,114084.0,0.00047386136530977175
Suriname,"Tetanus-containing vaccine, 5th dose (2nd booster)",33.095000000000006,69898.8,0.00047347021694220794
Netherlands (Kingdom of the),"HPV Vaccination coverage by age 15, first dose, females",63.0,133098.0,0.0004733354370463869
Tunisia,"Inactivated polio-containing vaccine, 1st dose",94.68333333333334,200050.7,0.0004732966859567766
Kyrgyzstan,"Inactivated polio-containing vaccine, 2nd dose",52.513333333333335,111056.4,0.00047285283273483866
Belize,"HPV Vaccination coverage by age 15, first dose, females",70.33333333333333,148867.6,0.0004724556138026899
Japan,"Diphtheria-containing vaccine, 4th dose (1st booster)",100.86200000000001,213986.4,0.00047134771181719964
Japan,"Pertussis-containing vaccine, 4th dose (1st booster)",100.852,213986.4,0.0004713009798753566
Japan,"Tetanus-containing vaccine, 4th dose (1st booster)",100.852,213986.4,0.0004713009798753566
Malaysia,"Inactivated polio-containing vaccine, 1st dose",97.07576923076924,205992.6,0.0004712585269119825
Latvia,"HPV Vaccination program coverage, first dose, males",55.5,117807.2,0.0004711087268010784
Honduras,"Inactivated polio-containing vaccine, 2nd dose",78.19300000000001,166024.0,0.0004709740760371995
Bangladesh,"Pneumococcal conjugate vaccine, 1st dose",109.07428571428571,231612.8,0.0004709337554499825
Singapore,"Inactivated polio-containing vaccine, 1st dose",98.10529411764706,208643.4,0.0004702055953730004
Slovenia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",97.38461538461539,207169.2,0.0004700728456962492
Myanmar,"HPV Female, final dose",63.18000000000001,134485.2,0.0004697914714779024
San Marino,"Pneumococcal conjugate vaccine, 2nd dose",72.77666666666667,154915.2,0.000469783898976128
China,"HepB, birth dose total (including those given within and after 24 hours of birth)",99.79166666666667,212769.6,0.0004690128038341317
Bosnia and Herzegovina,"HepB, birth dose total (including those given within and after 24 hours of birth)",90.35333333333334,192932.80000000002,0.00046831504717359274
Netherlands (Kingdom of the),"HPV Vaccination program coverage, first dose, females",62.285714285714285,133098.0,0.00046796882211388817
United Arab Emirates,"Inactivated polio-containing vaccine, 2nd dose",94.2988888888889,201772.8,0.00046735183775458783
Peru,Influenza pregnant women,31.21333333333333,66788.4,0.00046734662506263565
United States of America,"Measles-containing vaccine, 2nd dose",87.96829268292683,188415.0,0.00046688582481716867
San Marino,Influenza health care workers,18.072499999999998,38728.8,0.0004666423953233768
Haiti,"Rotavirus, 1st dose",77.1815,165513.6,0.0004663151547667382
Anguilla,"DTP-containing vaccine, 3rd dose",92.92614035087719,199524.0,0.0004657391609574647
Latvia,"HPV Vaccination program coverage, first dose, females",54.857142857142854,117807.2,0.0004656518689616836
Colombia,"HepB, birth dose total (including those given within and after 24 hours of birth)",86.925,186699.2,0.0004655884974333044
Belarus,"Tetanus-containing vaccine, 6th dose (3rd booster)",97.97,210602.4,0.0004651893805578664
Belarus,"Diphtheria-containing vaccine, 6th dose (3rd booster)",97.88,210602.4,0.0004647620350005508
Global,"Inactivated polio-containing vaccine, 2nd dose",33.666666666666664,72439.8,0.0004647537219410692
Dominica,"Inactivated polio-containing vaccine, 1st dose",91.39407407407407,196849.1,0.0004642849475769717
Uzbekistan,"Pneumococcal conjugate vaccine, final dose",85.48041666666667,184137.6,0.00046422032581431856
Anguilla,BCG (Baccille Calmette Guérin) vaccine,94.166,202849.4,0.0004642163102281791
Finland,"Inactivated polio-containing vaccine, 1st dose",98.04117647058824,211261.5,0.0004640749803943844
Guatemala,"HPV Vaccination program coverage, first dose, females",42.833333333333336,92607.2,0.0004625270317354735
Belarus,"Diphtheria-containing vaccine, 5th dose (2nd booster)",97.30333333333333,210602.4,0.00046202385791108423
