year,vaccine_name,coverage_percent
2003,Protection at birth (PAB) against neonatal tetanus,86.0
2003,"Polio, 3rd dose",93.0
2003,"Polio, 3rd dose",57.0
2003,"Polio, 3rd dose",57.0
2003,"Rubella-containing vaccine, 1st dose",
2003,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",69.28
2003,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",
2003,"Vitamin A, 1st dose",55.61
2003,"Vitamin A, 1st dose",
2003,Yellow fever vaccine,
2003,Yellow fever vaccine,
2004,BCG (Baccille Calmette Guérin) vaccine,100.0
2004,BCG (Baccille Calmette Guérin) vaccine,80.0
2004,BCG (Baccille Calmette Guérin) vaccine,80.0
2004,"DTP-containing vaccine, 1st dose",
2004,"DTP-containing vaccine, 1st dose",77.0
2004,"DTP-containing vaccine, 1st dose",77.0
2004,"DTP-containing vaccine, 3rd dose",94.0
2004,"DTP-containing vaccine, 3rd dose",63.0
2004,"DTP-containing vaccine, 3rd dose",63.0
2004,"HepB, birth dose (given within 24 hours of birth)",
2004,"HepB, birth dose (given within 24 hours of birth)",
2004,"HepB, birth dose (given within 24 hours of birth)",
2004,"HepB, 3rd dose",77.85
2004,"HepB, 3rd dose",77.85
2004,"HepB, 3rd dose",6.0
2004,"Hib, 3rd dose",
2004,"Hib, 3rd dose",
2004,"Hib, 3rd dose",
2004,"Measles-containing vaccine, 1st dose",90.0
2004,"Measles-containing vaccine, 1st dose",64.0
2004,"Measles-containing vaccine, 1st dose",64.0
2004,"Measles-containing vaccine, 2nd dose",
2004,"Measles-containing vaccine, 2nd dose",
2004,"Measles-containing vaccine, 2nd dose",
2004,Protection at birth (PAB) against neonatal tetanus,86.0
2004,"Polio, 3rd dose",94.0
2004,"Polio, 3rd dose",58.0
2004,"Polio, 3rd dose",58.0
2004,"Rubella-containing vaccine, 1st dose",
2004,"Rubella-containing vaccine, 1st dose",
2004,"Rubella-containing vaccine, 1st dose",
2004,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",72.5
2004,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",72.5
2004,"Vitamin A, 1st dose",82.65
2004,"Vitamin A, 1st dose",79.4
2004,Yellow fever vaccine,
2004,Yellow fever vaccine,
2005,BCG (Baccille Calmette Guérin) vaccine,104.0
2005,BCG (Baccille Calmette Guérin) vaccine,86.0
2005,BCG (Baccille Calmette Guérin) vaccine,86.0
2005,"DTP-containing vaccine, 1st dose",
2005,"DTP-containing vaccine, 1st dose",82.0
2005,"DTP-containing vaccine, 1st dose",82.0
2005,"DTP-containing vaccine, 3rd dose",96.0
2005,"DTP-containing vaccine, 3rd dose",65.0
2005,"DTP-containing vaccine, 3rd dose",65.0
2005,"HepB, birth dose (given within 24 hours of birth)",
2005,"HepB, birth dose (given within 24 hours of birth)",
2005,"HepB, birth dose (given within 24 hours of birth)",
2005,"HepB, 3rd dose",68.33
2005,"HepB, 3rd dose",68.33
2005,"HepB, 3rd dose",8.0
2005,"Hib, 3rd dose",
2005,"Hib, 3rd dose",
2005,"Hib, 3rd dose",
2005,"Measles-containing vaccine, 1st dose",93.0
2005,"Measles-containing vaccine, 1st dose",68.0
2005,"Measles-containing vaccine, 1st dose",68.0
2005,"Measles-containing vaccine, 2nd dose",
2005,"Measles-containing vaccine, 2nd dose",
2005,"Measles-containing vaccine, 2nd dose",
2005,Protection at birth (PAB) against neonatal tetanus,86.0
2005,"Polio, 3rd dose",96.0
2005,"Polio, 3rd dose",65.0
2005,"Polio, 3rd dose",65.0
2005,"Rubella-containing vaccine, 1st dose",
2005,"Rubella-containing vaccine, 1st dose",
2005,"Rubella-containing vaccine, 1st dose",
2005,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",77.7
2005,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",77.7
2005,"Vitamin A, 1st dose",84.3
2005,"Vitamin A, 1st dose",84.3
2005,Yellow fever vaccine,
2005,Yellow fever vaccine,
2006,BCG (Baccille Calmette Guérin) vaccine,102.0
2006,BCG (Baccille Calmette Guérin) vaccine,86.0
2006,BCG (Baccille Calmette Guérin) vaccine,86.0
2006,"DTP-containing vaccine, 1st dose",
2006,"DTP-containing vaccine, 1st dose",81.0
2006,"DTP-containing vaccine, 1st dose",81.0
2006,"DTP-containing vaccine, 3rd dose",97.0
2006,"DTP-containing vaccine, 3rd dose",65.0
2006,"DTP-containing vaccine, 3rd dose",65.0
2006,"HepB, birth dose (given within 24 hours of birth)",
2006,"HepB, birth dose (given within 24 hours of birth)",
2006,"HepB, birth dose (given within 24 hours of birth)",
2006,"HepB, 3rd dose",72.45
2006,"HepB, 3rd dose",72.45
2006,"HepB, 3rd dose",6.0
2006,"Hib, 3rd dose",
2006,"Hib, 3rd dose",
2006,"Hib, 3rd dose",
2006,Japanese encephalitis,
2006,Japanese encephalitis,
2006,"Measles-containing vaccine, 1st dose",93.0
2006,"Measles-containing vaccine, 1st dose",69.0
2006,"Measles-containing vaccine, 1st dose",69.0
2006,"Measles-containing vaccine, 2nd dose",
2006,"Measles-containing vaccine, 2nd dose",
2006,"Measles-containing vaccine, 2nd dose",
2006,Protection at birth (PAB) against neonatal tetanus,
2006,Protection at birth (PAB) against neonatal tetanus,86.0
2006,"Polio, 3rd dose",97.0
2006,"Polio, 3rd dose",66.0
2006,"Polio, 3rd dose",66.0
2006,"Rubella-containing vaccine, 1st dose",
2006,"Rubella-containing vaccine, 1st dose",
2006,"Rubella-containing vaccine, 1st dose",
2006,"Rotavirus, last dose",
2006,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",77.75
2006,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",77.75
2006,"Vitamin A, 1st dose",
2006,"Vitamin A, 1st dose",
2006,Yellow fever vaccine,
2006,Yellow fever vaccine,
2007,BCG (Baccille Calmette Guérin) vaccine,100.0
2007,BCG (Baccille Calmette Guérin) vaccine,87.0
2007,BCG (Baccille Calmette Guérin) vaccine,87.0
2007,"DTP-containing vaccine, 1st dose",97.0
2007,"DTP-containing vaccine, 1st dose",81.0
2007,"DTP-containing vaccine, 1st dose",81.0
2007,"DTP-containing vaccine, 3rd dose",94.0
2007,"DTP-containing vaccine, 3rd dose",64.0
2007,"DTP-containing vaccine, 3rd dose",64.0
2007,"HepB, birth dose (given within 24 hours of birth)",
2007,"HepB, birth dose (given within 24 hours of birth)",
2007,"HepB, birth dose (given within 24 hours of birth)",
2007,"HepB, 3rd dose",69.4
2007,"HepB, 3rd dose",69.4
2007,"HepB, 3rd dose",6.0
2007,"Hib, 3rd dose",
2007,"Hib, 3rd dose",
2007,"Hib, 3rd dose",
2007,Japanese encephalitis,
2007,Japanese encephalitis,
2007,"Measles-containing vaccine, 1st dose",91.0
2007,"Measles-containing vaccine, 1st dose",70.0
2007,"Measles-containing vaccine, 1st dose",70.0
2007,"Measles-containing vaccine, 2nd dose",
2007,"Measles-containing vaccine, 2nd dose",
2007,"Measles-containing vaccine, 2nd dose",
2007,Protection at birth (PAB) against neonatal tetanus,
2007,Protection at birth (PAB) against neonatal tetanus,86.0
2007,"Polio, 3rd dose",92.0
2007,"Polio, 3rd dose",67.0
2007,"Polio, 3rd dose",67.0
2007,"Rubella-containing vaccine, 1st dose",
2007,"Rubella-containing vaccine, 1st dose",
2007,"Rubella-containing vaccine, 1st dose",
2007,"Rotavirus, last dose",
2007,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",82.7
2007,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",82.7
2007,"Vitamin A, 1st dose",84.8
2007,"Vitamin A, 1st dose",84.8
2007,Yellow fever vaccine,
2007,Yellow fever vaccine,
2008,BCG (Baccille Calmette Guérin) vaccine,108.0
2008,BCG (Baccille Calmette Guérin) vaccine,86.0
2008,BCG (Baccille Calmette Guérin) vaccine,86.0
2008,"DTP-containing vaccine, 1st dose",99.0
2008,"DTP-containing vaccine, 1st dose",81.0
2008,"DTP-containing vaccine, 1st dose",81.0
2008,"DTP-containing vaccine, 3rd dose",96.0
2008,"DTP-containing vaccine, 3rd dose",70.0
2008,"DTP-containing vaccine, 3rd dose",70.0
2008,"HepB, birth dose (given within 24 hours of birth)",2.78
2008,"HepB, birth dose (given within 24 hours of birth)",3.0
2008,"HepB, birth dose (given within 24 hours of birth)",8.0
2008,"HepB, 3rd dose",29.0
2008,"HepB, 3rd dose",50.0
2008,"HepB, 3rd dose",29.0
2008,"Hib, 3rd dose",
2008,"Hib, 3rd dose",
2008,"Hib, 3rd dose",
2008,Japanese encephalitis,
2008,Japanese encephalitis,
2008,"Measles-containing vaccine, 1st dose",97.0
2008,"Measles-containing vaccine, 1st dose",72.0
2008,"Measles-containing vaccine, 1st dose",72.0
2008,"Measles-containing vaccine, 2nd dose",
2008,"Measles-containing vaccine, 2nd dose",
2008,"Measles-containing vaccine, 2nd dose",
2008,Protection at birth (PAB) against neonatal tetanus,
2008,Protection at birth (PAB) against neonatal tetanus,86.0
2008,"Pneumococcal conjugate vaccine, 1st dose",
2008,"Pneumococcal conjugate vaccine, 1st dose",
2008,"Pneumococcal conjugate vaccine, final dose",
2008,"Pneumococcal conjugate vaccine, final dose",
2008,"Pneumococcal conjugate vaccine, final dose",
2008,"Polio, 3rd dose",99.0
2008,"Polio, 3rd dose",69.0
2008,"Polio, 3rd dose",69.0
2008,"Rubella-containing vaccine, 1st dose",
2008,"Rubella-containing vaccine, 1st dose",
2008,"Rubella-containing vaccine, 1st dose",
2008,"Rotavirus, 1st dose",
2008,"Rotavirus, 1st dose",
2008,"Rotavirus, last dose",
2008,"Rotavirus, last dose",
2008,"Rotavirus, last dose",
2008,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",99.42
2008,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",99.4
2008,"Vitamin A, 1st dose",56.24
2008,"Vitamin A, 1st dose",56.2
2008,Yellow fever vaccine,
2008,Yellow fever vaccine,
2009,BCG (Baccille Calmette Guérin) vaccine,101.0
2009,BCG (Baccille Calmette Guérin) vaccine,88.0
2009,BCG (Baccille Calmette Guérin) vaccine,88.0
2009,"DTP-containing vaccine, 1st dose",101.0
2009,"DTP-containing vaccine, 1st dose",84.0
2009,"DTP-containing vaccine, 1st dose",84.0
2009,"DTP-containing vaccine, 3rd dose",99.0
2009,"DTP-containing vaccine, 3rd dose",74.0
2009,"DTP-containing vaccine, 3rd dose",74.0
2009,"HepB, birth dose (given within 24 hours of birth)",7.0
2009,"HepB, birth dose (given within 24 hours of birth)",7.0
2009,"HepB, birth dose (given within 24 hours of birth)",8.0
2009,"HepB, 3rd dose",37.0
2009,"HepB, 3rd dose",34.0
2009,"HepB, 3rd dose",37.0
2009,"Hib, 3rd dose",
2009,Japanese encephalitis,9.26
2009,Japanese encephalitis,9.0
2009,"Measles-containing vaccine, 1st dose",95.0
2009,"Measles-containing vaccine, 1st dose",78.0
2009,"Measles-containing vaccine, 1st dose",78.0
2009,"Measles-containing vaccine, 2nd dose",
2009,Protection at birth (PAB) against neonatal tetanus,86.0
2009,"Pneumococcal conjugate vaccine, final dose",
2009,"Polio, 3rd dose",98.0
2009,"Polio, 3rd dose",73.0
2009,"Polio, 3rd dose",73.0
2009,"Rubella-containing vaccine, 1st dose",
2009,"Rotavirus, last dose",
2009,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",80.16
2009,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",80.0
2009,"Vitamin A, 1st dose",84.16
2009,"Vitamin A, 1st dose",84.0
2010,"HPV Vaccination coverage by age 15, first dose, females",
2010,"HPV Vaccination coverage by age 15, first dose, males",
2010,"HPV Vaccination coverage by age 15, last dose, females",
2010,"HPV Vaccination coverage by age 15, last dose, males",
2010,BCG (Baccille Calmette Guérin) vaccine,95.0
2010,BCG (Baccille Calmette Guérin) vaccine,89.0
2010,BCG (Baccille Calmette Guérin) vaccine,89.0
2010,"DTP-containing vaccine, 1st dose",105.0
2010,"DTP-containing vaccine, 1st dose",86.0
2010,"DTP-containing vaccine, 1st dose",86.0
2010,"DTP-containing vaccine, 3rd dose",91.0
2010,"DTP-containing vaccine, 3rd dose",79.0
2010,"DTP-containing vaccine, 3rd dose",79.0
2010,"HepB, birth dose (given within 24 hours of birth)",
2010,"HepB, birth dose (given within 24 hours of birth)",
2010,"HepB, birth dose (given within 24 hours of birth)",8.0
2010,"HepB, 3rd dose",38.0
2010,"HepB, 3rd dose",91.0
2010,"HepB, 3rd dose",38.0
2010,"Hib, 3rd dose",
2010,"Hib, 3rd dose",
2010,"Hib, 3rd dose",
2010,Japanese encephalitis,27.38
2010,Japanese encephalitis,37.0
2010,"Measles-containing vaccine, 1st dose",88.0
2010,"Measles-containing vaccine, 1st dose",82.0
2010,"Measles-containing vaccine, 1st dose",82.0
2010,"Measles-containing vaccine, 2nd dose",
2010,"Measles-containing vaccine, 2nd dose",
2010,"Measles-containing vaccine, 2nd dose",
2010,Protection at birth (PAB) against neonatal tetanus,
2010,Protection at birth (PAB) against neonatal tetanus,87.0
2010,"Pneumococcal conjugate vaccine, 1st dose",
2010,"Pneumococcal conjugate vaccine, 1st dose",
2010,"Pneumococcal conjugate vaccine, final dose",
2010,"Pneumococcal conjugate vaccine, final dose",
2010,"Pneumococcal conjugate vaccine, final dose",
2010,"Polio, 3rd dose",90.0
2010,"Polio, 3rd dose",76.0
2010,"Polio, 3rd dose",76.0
2010,"HPV Vaccination program coverage, first dose, females",
2010,"HPV Vaccination program coverage, first dose, males",
2010,"HPV Vaccination program coverage, last dose, females",
2010,"HPV Vaccination program coverage, last dose, males",
2010,"Rubella-containing vaccine, 1st dose",
2010,"Rubella-containing vaccine, 1st dose",
2010,"Rubella-containing vaccine, 1st dose",
2010,"Rotavirus, 1st dose",
2010,"Rotavirus, 1st dose",
2010,"Rotavirus, last dose",
2010,"Rotavirus, last dose",
2010,"Rotavirus, last dose",
2010,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",78.6
2010,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",78.6
2010,"Vitamin A, 1st dose",87.9
2010,"Vitamin A, 1st dose",87.9
2010,Yellow fever vaccine,
2010,Yellow fever vaccine,
2011,"HPV Vaccination coverage by age 15, first dose, females",
2011,"HPV Vaccination coverage by age 15, first dose, males",
2011,"HPV Vaccination coverage by age 15, last dose, females",
2011,"HPV Vaccination coverage by age 15, last dose, males",
2011,BCG (Baccille Calmette Guérin) vaccine,93.0
2011,BCG (Baccille Calmette Guérin) vaccine,90.0
2011,BCG (Baccille Calmette Guérin) vaccine,90.0
2011,"DTP-containing vaccine, 1st dose",108.0
2011,"DTP-containing vaccine, 1st dose",89.0
2011,"DTP-containing vaccine, 1st dose",89.0
2011,"DTP-containing vaccine, 3rd dose",89.0
2011,"DTP-containing vaccine, 3rd dose",82.0
2011,"DTP-containing vaccine, 3rd dose",82.0
2011,"HepB, birth dose (given within 24 hours of birth)",8.0
2011,"HepB, birth dose (given within 24 hours of birth)",
2011,"HepB, birth dose (given within 24 hours of birth)",8.0
2011,"HepB, 3rd dose",44.0
2011,"HepB, 3rd dose",46.52
2011,"HepB, 3rd dose",44.0
2011,"Hib, 3rd dose",
2011,"Hib, 3rd dose",
2011,"Hib, 3rd dose",
2011,Japanese encephalitis,63.12
2011,Japanese encephalitis,63.12
2011,"Measles-containing vaccine, 1st dose",89.0
2011,"Measles-containing vaccine, 1st dose",84.0
2011,"Measles-containing vaccine, 1st dose",84.0
2011,"Measles-containing vaccine, 2nd dose",27.0
2011,"Measles-containing vaccine, 2nd dose",30.0
2011,"Measles-containing vaccine, 2nd dose",27.0
2011,Protection at birth (PAB) against neonatal tetanus,
2011,Protection at birth (PAB) against neonatal tetanus,87.0
2011,"Pneumococcal conjugate vaccine, 1st dose",
2011,"Pneumococcal conjugate vaccine, 1st dose",
2011,"Pneumococcal conjugate vaccine, final dose",
2011,"Pneumococcal conjugate vaccine, final dose",
2011,"Pneumococcal conjugate vaccine, final dose",
2011,"Polio, 3rd dose",85.0
2011,"Polio, 3rd dose",79.0
2011,"Polio, 3rd dose",79.0
2011,"HPV Vaccination program coverage, first dose, females",
2011,"HPV Vaccination program coverage, first dose, males",
2011,"HPV Vaccination program coverage, last dose, females",
2011,"HPV Vaccination program coverage, last dose, males",
2011,"Rubella-containing vaccine, 1st dose",
2011,"Rubella-containing vaccine, 1st dose",
2011,"Rubella-containing vaccine, 1st dose",
2011,"Rotavirus, 1st dose",
2011,"Rotavirus, 1st dose",
2011,"Rotavirus, last dose",
2011,"Rotavirus, last dose",
2011,"Rotavirus, last dose",
2011,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",100.53
2011,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",90.0
2011,"Vitamin A, 1st dose",111.37
2011,"Vitamin A, 1st dose",90.0
2011,Yellow fever vaccine,
2011,Yellow fever vaccine,
2012,"HPV Vaccination coverage by age 15, first dose, females",
2012,"HPV Vaccination coverage by age 15, first dose, males",
2012,"HPV Vaccination coverage by age 15, last dose, females",
2012,"HPV Vaccination coverage by age 15, last dose, males",
2012,BCG (Baccille Calmette Guérin) vaccine,93.0
2012,BCG (Baccille Calmette Guérin) vaccine,90.0
2012,BCG (Baccille Calmette Guérin) vaccine,90.0
2012,"DTP-containing vaccine, 1st dose",115.0
2012,"DTP-containing vaccine, 1st dose",89.0
2012,"DTP-containing vaccine, 1st dose",89.0
2012,"DTP-containing vaccine, 3rd dose",84.0
2012,"DTP-containing vaccine, 3rd dose",82.0
2012,"DTP-containing vaccine, 3rd dose",82.0
2012,"HepB, birth dose (given within 24 hours of birth)",23.0
2012,"HepB, birth dose (given within 24 hours of birth)",30.0
2012,"HepB, birth dose (given within 24 hours of birth)",23.0
2012,"HepB, 3rd dose",73.0
2012,"HepB, 3rd dose",70.0
2012,"HepB, 3rd dose",73.0
2012,"Hib, 3rd dose",
2012,"Hib, 3rd dose",
2012,"Hib, 3rd dose",
2012,Japanese encephalitis,43.04
2012,Japanese encephalitis,65.0
2012,"Measles-containing vaccine, 1st dose",89.0
2012,"Measles-containing vaccine, 1st dose",83.0
2012,"Measles-containing vaccine, 1st dose",83.0
2012,"Measles-containing vaccine, 2nd dose",36.0
2012,"Measles-containing vaccine, 2nd dose",50.0
2012,"Measles-containing vaccine, 2nd dose",36.0
2012,Protection at birth (PAB) against neonatal tetanus,
2012,Protection at birth (PAB) against neonatal tetanus,87.0
2012,"Pneumococcal conjugate vaccine, 1st dose",
2012,"Pneumococcal conjugate vaccine, 1st dose",
2012,"Pneumococcal conjugate vaccine, 2nd dose",
2012,"Pneumococcal conjugate vaccine, 2nd dose",
2012,"Pneumococcal conjugate vaccine, final dose",
2012,"Pneumococcal conjugate vaccine, final dose",
2012,"Pneumococcal conjugate vaccine, final dose",
2012,"Polio, 3rd dose",88.0
2012,"Polio, 3rd dose",79.0
2012,"Polio, 3rd dose",79.0
2012,"HPV Vaccination program coverage, first dose, females",
2012,"HPV Vaccination program coverage, first dose, males",
2012,"HPV Vaccination program coverage, last dose, females",
2012,"HPV Vaccination program coverage, last dose, males",
2012,"Rubella-containing vaccine, 1st dose",
2012,"Rubella-containing vaccine, 1st dose",
2012,"Rubella-containing vaccine, 1st dose",
2012,"Rotavirus, 1st dose",
2012,"Rotavirus, 1st dose",
2012,"Rotavirus, last dose",
2012,"Rotavirus, last dose",
2012,"Rotavirus, last dose",
2012,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",76.74
2012,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",90.0
2012,"Vitamin A, 1st dose",86.79
2012,"Vitamin A, 1st dose",90.0
2012,Yellow fever vaccine,
2012,Yellow fever vaccine,
2013,"HPV Vaccination coverage by age 15, first dose, females",
2013,"HPV Vaccination coverage by age 15, first dose, males",
2013,"HPV Vaccination coverage by age 15, last dose, females",
2013,"HPV Vaccination coverage by age 15, last dose, males",
2013,BCG (Baccille Calmette Guérin) vaccine,93.0
2013,BCG (Baccille Calmette Guérin) vaccine,91.0
2013,BCG (Baccille Calmette Guérin) vaccine,91.0
2013,"DTP-containing vaccine, 1st dose",108.0
2013,"DTP-containing vaccine, 1st dose",90.0
2013,"DTP-containing vaccine, 1st dose",90.0
2013,"DTP-containing vaccine, 3rd dose",75.0
2013,"DTP-containing vaccine, 3rd dose",83.0
2013,"DTP-containing vaccine, 3rd dose",83.0
2013,"HepB, birth dose (given within 24 hours of birth)",37.0
2013,"HepB, birth dose (given within 24 hours of birth)",32.55
2013,"HepB, birth dose (given within 24 hours of birth)",37.0
2013,"HepB, 3rd dose",70.0
2013,"HepB, 3rd dose",67.32
2013,"HepB, 3rd dose",70.0
2013,"Hib, 3rd dose",87.47
2013,"Hib, 3rd dose",88.0
2013,"Hib, 3rd dose",20.0
2013,Japanese encephalitis,69.31
2013,Japanese encephalitis,69.31
2013,"Measles-containing vaccine, 1st dose",89.0
2013,"Measles-containing vaccine, 1st dose",83.0
2013,"Measles-containing vaccine, 1st dose",83.0
2013,"Measles-containing vaccine, 2nd dose",51.0
2013,"Measles-containing vaccine, 2nd dose",41.92
2013,"Measles-containing vaccine, 2nd dose",51.0
2013,Protection at birth (PAB) against neonatal tetanus,
2013,Protection at birth (PAB) against neonatal tetanus,87.0
2013,"Pneumococcal conjugate vaccine, 1st dose",
2013,"Pneumococcal conjugate vaccine, 1st dose",
2013,"Pneumococcal conjugate vaccine, 2nd dose",
2013,"Pneumococcal conjugate vaccine, 2nd dose",
2013,"Pneumococcal conjugate vaccine, final dose",
2013,"Pneumococcal conjugate vaccine, final dose",
2013,"Pneumococcal conjugate vaccine, final dose",
2013,"Polio, 3rd dose",90.0
2013,"Polio, 3rd dose",82.0
2013,"Polio, 3rd dose",82.0
2013,"HPV Vaccination program coverage, first dose, females",
2013,"HPV Vaccination program coverage, first dose, males",
2013,"HPV Vaccination program coverage, last dose, females",
2013,"HPV Vaccination program coverage, last dose, males",
2013,"Rubella-containing vaccine, 1st dose",
2013,"Rubella-containing vaccine, 1st dose",
2013,"Rubella-containing vaccine, 1st dose",
2013,"Rotavirus, 1st dose",
2013,"Rotavirus, 1st dose",
2013,"Rotavirus, last dose",
2013,"Rotavirus, last dose",
2013,"Rotavirus, last dose",
2013,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",60.58
2013,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",60.58
2013,"Vitamin A, 1st dose",69.65
2013,"Vitamin A, 1st dose",69.88
2013,Yellow fever vaccine,
2013,Yellow fever vaccine,
2014,"HPV Vaccination coverage by age 15, first dose, females",
2014,"HPV Vaccination coverage by age 15, first dose, males",
2014,"HPV Vaccination coverage by age 15, last dose, females",
2014,"HPV Vaccination coverage by age 15, last dose, males",
2014,BCG (Baccille Calmette Guérin) vaccine,89.0
2014,"DTP-containing vaccine, 1st dose",90.0
2014,"DTP-containing vaccine, 3rd dose",85.0
2014,"HepB, birth dose (given within 24 hours of birth)",41.0
2014,"HepB, 3rd dose",79.0
2014,"Hib, 3rd dose",20.0
2014,"Measles-containing vaccine, 1st dose",85.0
2014,"Measles-containing vaccine, 2nd dose",60.0
2014,Protection at birth (PAB) against neonatal tetanus,87.0
2014,"Pneumococcal conjugate vaccine, final dose",
2014,"Polio, 3rd dose",84.0
2014,"HPV Vaccination program coverage, first dose, females",
2014,"HPV Vaccination program coverage, first dose, males",
2014,"HPV Vaccination program coverage, last dose, females",
2014,"HPV Vaccination program coverage, last dose, males",
2014,"Rubella-containing vaccine, 1st dose",
2014,"Rotavirus, last dose",
2015,"HPV Vaccination coverage by age 15, first dose, females",
2015,"HPV Vaccination coverage by age 15, first dose, males",
2015,"HPV Vaccination coverage by age 15, last dose, females",
2015,"HPV Vaccination coverage by age 15, last dose, males",
2015,BCG (Baccille Calmette Guérin) vaccine,87.0
2015,BCG (Baccille Calmette Guérin) vaccine,87.0
2015,BCG (Baccille Calmette Guérin) vaccine,87.0
2015,"DTP-containing vaccine, 1st dose",89.85
2015,"DTP-containing vaccine, 1st dose",90.0
2015,"DTP-containing vaccine, 1st dose",90.0
2015,"DTP-containing vaccine, 3rd dose",87.35
2015,"DTP-containing vaccine, 3rd dose",87.0
2015,"DTP-containing vaccine, 3rd dose",87.0
2015,"HepB, birth dose (given within 24 hours of birth)",44.0
2015,"HepB, birth dose (given within 24 hours of birth)",44.0
2015,"HepB, birth dose (given within 24 hours of birth)",44.0
2015,"HepB, 3rd dose",87.0
2015,"HepB, 3rd dose",86.6
2015,"HepB, 3rd dose",87.0
2015,"Hib, 3rd dose",45.0
2015,"Hib, 3rd dose",45.17
2015,"Hib, 3rd dose",45.0
2015,"Inactivated polio-containing vaccine, 1st dose",1.0
2015,"Inactivated polio-containing vaccine, 1st dose",1.0
2015,"Inactivated polio-containing vaccine, 1st dose",1.0
2015,Japanese encephalitis,70.0
2015,Japanese encephalitis,69.6
2015,"Measles-containing vaccine, 1st dose",87.0
2015,"Measles-containing vaccine, 1st dose",87.29
2015,"Measles-containing vaccine, 1st dose",87.0
2015,"Measles-containing vaccine, 2nd dose",69.0
2015,"Measles-containing vaccine, 2nd dose",69.0
2015,"Measles-containing vaccine, 2nd dose",69.0
2015,Protection at birth (PAB) against neonatal tetanus,
2015,Protection at birth (PAB) against neonatal tetanus,87.0
2015,"Pneumococcal conjugate vaccine, 1st dose",
2015,"Pneumococcal conjugate vaccine, 1st dose",
2015,"Pneumococcal conjugate vaccine, 2nd dose",
2015,"Pneumococcal conjugate vaccine, 2nd dose",
2015,"Pneumococcal conjugate vaccine, final dose",
2015,"Pneumococcal conjugate vaccine, final dose",
2015,"Pneumococcal conjugate vaccine, final dose",
2015,"Polio, 3rd dose",86.0
2015,"Polio, 3rd dose",85.9
2015,"Polio, 3rd dose",86.0
2015,"HPV Vaccination program coverage, first dose, females",
2015,"HPV Vaccination program coverage, first dose, males",
2015,"HPV Vaccination program coverage, last dose, females",
2015,"HPV Vaccination program coverage, last dose, males",
2015,"Rubella-containing vaccine, 1st dose",
2015,"Rubella-containing vaccine, 1st dose",
2015,"Rubella-containing vaccine, 1st dose",
2015,"Rotavirus, 1st dose",
2015,"Rotavirus, 1st dose",
2015,"Rotavirus, last dose",
2015,"Rotavirus, last dose",
2015,"Rotavirus, last dose",
2015,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",77.0
2015,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",76.8
2015,"Vitamin A, 1st dose",77.0
2015,"Vitamin A, 1st dose",76.5
2015,Yellow fever vaccine,
2015,Yellow fever vaccine,
2016,"HPV Vaccination coverage by age 15, first dose, females",
2016,"HPV Vaccination coverage by age 15, first dose, males",
2016,"HPV Vaccination coverage by age 15, last dose, females",
2016,"HPV Vaccination coverage by age 15, last dose, males",
2016,BCG (Baccille Calmette Guérin) vaccine,88.73
2016,BCG (Baccille Calmette Guérin) vaccine,89.0
2016,BCG (Baccille Calmette Guérin) vaccine,89.0
2016,"DTP-containing vaccine, 1st dose",90.61
2016,"DTP-containing vaccine, 1st dose",91.0
2016,"DTP-containing vaccine, 1st dose",91.0
2016,"DTP-containing vaccine, 3rd dose",88.45
2016,"DTP-containing vaccine, 3rd dose",88.0
2016,"DTP-containing vaccine, 3rd dose",88.0
2016,"HepB, birth dose (given within 24 hours of birth)",47.46
2016,"HepB, birth dose (given within 24 hours of birth)",47.0
2016,"HepB, birth dose (given within 24 hours of birth)",47.0
2016,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2016,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2016,"HepB, 3rd dose",88.24
2016,"HepB, 3rd dose",88.0
2016,"HepB, 3rd dose",88.0
2016,"Hib, 3rd dose",80.42
2016,"Hib, 3rd dose",80.0
2016,"Hib, 3rd dose",80.0
