country_name,vaccine_name,avg_coverage,total_cases
Sierra Leone,"Inactivated polio-containing vaccine, 1st dose",88.79125,7479825.0
Gambia,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.77538461538461,237748.0
Luxembourg,"Rotavirus, last dose",88.76666666666667,66129.0
Singapore,"Diphtheria-containing vaccine, 4th dose (1st booster)",88.75999999999999,227754.0
Singapore,"Pertussis-containing vaccine, 4th dose (1st booster)",88.75999999999999,227754.0
Singapore,"Tetanus-containing vaccine, 4th dose (1st booster)",88.75999999999999,227754.0
Germany,"Hib, 3rd dose",88.75113636363636,17670700.0
Qatar,"Pertussis-containing vaccine, 4th dose (1st booster)",88.74222222222222,181490.0
Qatar,"Tetanus-containing vaccine, 4th dose (1st booster)",88.74222222222222,181490.0
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),"Inactivated polio-containing vaccine, 2nd dose",88.74,98.0
Oman,Influenza older persons,88.74,1018164.0
Western Pacific Region,"DTP-containing vaccine, 1st dose",88.72727272727273,991817508.0
Luxembourg,"HepB, 3rd dose",88.71041666666666,142107.0
Senegal,"DTP-containing vaccine, 1st dose",88.70456790123457,48442508.0
Central and Eastern Europe and the Commonwealth of Independent States,"Measles-containing vaccine, 1st dose",88.70454545454545,
Cyprus,"Pneumococcal conjugate vaccine, 2nd dose",88.69692307692307,17856.0
Gavi 5.0 no,"DTP-containing vaccine, 1st dose",88.68181818181819,
Palau,"Measles-containing vaccine, 1st dose",88.67867924528302,10735.0
Marshall Islands,BCG (Baccille Calmette Guérin) vaccine,88.67547368421053,191083.0
Saint Lucia,"DTP-containing vaccine, 3rd dose",88.67523076923077,392869.0
Eswatini,"Pneumococcal conjugate vaccine, 1st dose",88.67176470588235,3379200.0
Estonia,"Polio, 3rd dose",88.66235849056604,1236510.0
Panama,Protection at birth (PAB) against neonatal tetanus,88.65500000000002,772597.0
Guam,"Measles-containing vaccine, 2nd dose",88.65333333333332,102600.0
Malaysia,"DTP-containing vaccine, 3rd dose",88.62425196850394,15334044.0
New Zealand,"Diphtheria-containing vaccine, 4th dose (1st booster)",88.618,729216.0
New Zealand,"Pertussis-containing vaccine, 4th dose (1st booster)",88.618,729216.0
New Zealand,"Tetanus-containing vaccine, 4th dose (1st booster)",88.618,729216.0
Saint Kitts and Nevis,"Tetanus-containing vaccine, 6th dose (3rd booster)",88.60666666666667,14808.0
San Marino,"Rubella-containing vaccine, 1st dose",88.60661764705883,15928.0
French Polynesia,"Polio, 3rd dose",88.59655172413792,462480.0
Austria,"DTP-containing vaccine, 1st dose",88.58774647887324,1870778.0
Wallis and Futuna,"HepB, 3rd dose",88.57958333333333,29455.0
Qatar,"Diphtheria-containing vaccine, 4th dose (1st booster)",88.568,181490.0
Colombia,"Inactivated polio-containing vaccine, 2nd dose",88.56599999999999,4217860.0
"China, Macao SAR","Diphtheria-containing vaccine, 5th dose (2nd booster)",88.56,40380.0
"China, Macao SAR","Tetanus-containing vaccine, 5th dose (2nd booster)",88.56,40380.0
Saint Kitts and Nevis,"Diphtheria-containing vaccine, 6th dose (3rd booster)",88.55833333333334,14808.0
Democratic People's Republic of Korea,Protection at birth (PAB) against neonatal tetanus,88.55555555555556,2219742.0
Suriname,"Inactivated polio-containing vaccine, 2nd dose",88.55333333333334,22830.0
Sudan,"Pneumococcal conjugate vaccine, 1st dose",88.55315789473684,19574970.0
Uruguay,"Polio, 3rd dose",88.55092307692308,5723520.0
Gambia,"HepB, 3rd dose",88.5501204819277,1868020.0
Poland,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.55,17063610.0
Costa Rica,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.53857142857143,517472.0
Australia,"Measles-containing vaccine, 1st dose",88.53607843137254,43835571.0
Bermuda,"Pertussis-containing vaccine, 4th dose (1st booster)",88.53333333333335,2064.0
Botswana,"Rotavirus, 1st dose",88.52611111111112,1806368.0
Egypt,"Measles-containing vaccine, 1st dose",88.52544,46722650.0
Bosnia and Herzegovina,"HepB, birth dose (given within 24 hours of birth)",88.50633333333333,3227280.0
Seychelles,"HPV Vaccination program coverage, first dose, females",88.5,20118.0
Serbia,"Measles-containing vaccine, 1st dose",88.49324561403509,32110760.0
Oman,"Polio, 3rd dose",88.49306451612904,22399608.0
Zimbabwe,"Hib, 3rd dose",88.4915,49590300.0
Zimbabwe,"Rotavirus, 1st dose",88.47263157894737,15868896.0
Costa Rica,"Diphtheria-containing vaccine, 6th dose (3rd booster)",88.45636363636365,388104.0
Latin America and the Caribbean,"DTP-containing vaccine, 1st dose",88.45454545454545,
Switzerland,"Diphtheria-containing vaccine, 5th dose (2nd booster)",88.45,3043164.0
Oman,"DTP-containing vaccine, 3rd dose",88.44556451612904,22399608.0
Eritrea,"HPV Female, final dose",88.435,515580.0
Portugal,"HPV Vaccination program coverage, last dose, females",88.42857142857143,549080.0
Honduras,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",88.4237037037037,7217835.0
Iceland,"HPV Vaccination program coverage, last dose, females",88.41666666666667,39508.0
Malta,"HPV Female, final dose",88.40916666666666,110738.0
Switzerland,"Tetanus-containing vaccine, 5th dose (2nd booster)",88.40833333333333,3043164.0
Libya,"Inactivated polio-containing vaccine, 2nd dose",88.40333333333334,375642.0
Bulgaria,"Pneumococcal conjugate vaccine, final dose",88.39357142857142,7352784.0
Barbados,"Pneumococcal conjugate vaccine, final dose",88.38285714285713,13584.0
Costa Rica,"Pneumococcal conjugate vaccine, final dose",88.37022727272728,1552416.0
India,"Fractional inactivated polio-containing vaccine, 1st dose",88.36833333333333,103095768.0
Belgium,"Rotavirus, 1st dose",88.35357142857143,6786464.0
Viet Nam,"Rubella-containing vaccine, 1st dose",88.35157894736842,127073856.0
Sao Tome and Principe,"Rubella-containing vaccine, 1st dose",88.34941176470588,332800.0
Finland,"Pneumococcal conjugate vaccine, final dose",88.3391304347826,1721104.0
Costa Rica,"Tetanus-containing vaccine, 6th dose (3rd booster)",88.33555555555556,388104.0
Malta,"Polio, 3rd dose",88.33435897435898,820764.0
Spain,"Measles-containing vaccine, 1st dose",88.33077519379844,236184260.0
Uruguay,"Measles-containing vaccine, 1st dose",88.3271875,5680160.0
North Macedonia,"Rubella-containing vaccine, 1st dose",88.30820895522389,1917510.0
Saint Lucia,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.28,47984.0
European Region,"DTP-containing vaccine, 3rd dose",88.27272727272727,697571776.0
Wallis and Futuna,"DTP-containing vaccine, 3rd dose",88.272,35620.0
Tuvalu,"HepB, 3rd dose",88.26943820224719,126221.0
Kazakhstan,Influenza chronic adult,88.26833333333333,1395180.0
Tonga,"Measles-containing vaccine, 1st dose",88.23305785123966,749748.0
United Kingdom of Great Britain and Northern Ireland,"HPV Vaccination coverage by age 15, first dose, females",88.23076923076923,20414590.0
Central and Eastern Europe and the Commonwealth of Independent States,"Polio, 3rd dose",88.22727272727273,
Argentina,Meningococcal ACYW conjugate vaccine,88.22,1165892.0
Kenya,"DTP-containing vaccine, 1st dose",88.21204545454545,258094592.0
Denmark,"Measles-containing vaccine, 2nd dose",88.20537313432835,20913164.0
Tokelau,"Polio, 3rd dose",88.2033870967742,5329.0
Viet Nam,"Japanese encephalitis vaccine, 1st dose",88.2025,9076704.0
Mongolia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",88.19818181818181,1892100.0
Mongolia,"Tetanus-containing vaccine, 5th dose (2nd booster)",88.19818181818181,1892100.0
Cyprus,Meningococcal ACYW conjugate vaccine,88.19,1488.0
United Kingdom of Great Britain and Northern Ireland,"Meningococcal B vaccine, last dose",88.19,2916370.0
Timor-Leste,"Hib, 3rd dose",88.188125,116424.0
Brazil,"Rotavirus, 1st dose",88.18299999999999,44000608.0
Oman,"Measles-containing vaccine, 1st dose",88.18201612903225,22399608.0
Zimbabwe,"Rubella-containing vaccine, 1st dose",88.17956521739131,41655852.0
Kiribati,"Rotavirus, last dose",88.17583333333333,692300.0
High income: non oecd,BCG (Baccille Calmette Guérin) vaccine,88.1590909090909,
Eswatini,"Hib, 3rd dose",88.14538461538461,10560000.0
Saint Lucia,"Hib, 3rd dose",88.13846153846154,308897.0
Uganda,"Rotavirus, 1st dose",88.13666666666666,33241280.0
Iceland,"Measles-containing vaccine, 2nd dose",88.11779661016949,262446.0
Azerbaijan,"HepB, 3rd dose",88.10878787878788,7741006.0
Costa Rica,"Hib, 3rd dose",88.1061111111111,3331226.0
Morocco,"Pneumococcal conjugate vaccine, 1st dose",88.1,12909168.0
South Africa,"DTP-containing vaccine, 1st dose",88.08147727272727,27957236.0
Trinidad and Tobago,"HepB, 3rd dose",88.07,2322972.0
Samoa,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.05428571428571,178384.0
Jordan,"Tetanus-containing vaccine, 4th dose (1st booster)",88.0311111111111,1086910.0
Fiji,"Rubella-containing vaccine, 1st dose",88.02183333333333,1008616.0
Guatemala,"Rotavirus, 1st dose",88.01703703703704,1863072.0
Honduras,"Pneumococcal conjugate vaccine, 2nd dose",88.01625,2192760.0
Panama,"HepB, birth dose total (including those given within and after 24 hours of birth)",88.01625,650608.0
Costa Rica,BCG (Baccille Calmette Guérin) vaccine,88.0155303030303,4269144.0
Tuvalu,"Rotavirus, last dose",88.00222222222222,55850.0
Afghanistan,"Pertussis-containing vaccine, 4th dose (1st booster)",88.0,4572108.0
Sint Maarten (Dutch part),"Measles-containing vaccine, 1st dose",88.0,4.0
Sint Maarten (Dutch part),"Pneumococcal conjugate vaccine, final dose",88.0,4.0
Sint Maarten (Dutch part),"Rubella-containing vaccine, 1st dose",88.0,4.0
Bulgaria,"Diphtheria-containing vaccine, 5th dose (2nd booster)",87.99166666666666,1838196.0
Bulgaria,"Tetanus-containing vaccine, 5th dose (2nd booster)",87.99166666666666,1838196.0
United States of America,"Measles-containing vaccine, 2nd dose",87.96829268292683,55077660.0
Luxembourg,"Measles-containing vaccine, 1st dose",87.96794871794872,160398.0
Myanmar,"Vitamin A, 1st dose",87.95285714285714,27978192.0
Rwanda,BCG (Baccille Calmette Guérin) vaccine,87.94533898305085,58490190.0
Bosnia and Herzegovina,BCG (Baccille Calmette Guérin) vaccine,87.94282352941175,4379880.0
Ireland,Influenza residents living in long term care facilities,87.93833333333333,503490.0
Turks and Caicos Islands,"Hib, 3rd dose",87.929375,6734.0
Sierra Leone,"Rubella-containing vaccine, 1st dose",87.92666666666666,21665700.0
Iran (Islamic Republic of),"Measles-containing vaccine, 1st dose",87.92325757575757,67158300.0
Serbia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",87.92,3350688.0
Serbia,"Tetanus-containing vaccine, 5th dose (2nd booster)",87.92,3350688.0
Panama,"Measles-containing vaccine, 1st dose",87.91393939393939,5367516.0
Uruguay,"DTP-containing vaccine, 3rd dose",87.89876923076922,5723520.0
Brazil,"Inactivated polio-containing vaccine, 1st dose",87.86375,45375627.0
Mauritius,"Measles-containing vaccine, 2nd dose",87.85964912280701,127782.0
Switzerland,"Pneumococcal conjugate vaccine, 1st dose",87.84952380952382,8115104.0
Guatemala,"Rubella-containing vaccine, 1st dose",87.83637931034482,4657680.0
Gambia,"Polio, 3rd dose",87.83268907563026,2156714.0
Colombia,Influenza child age group 2,87.805,2530716.0
Morocco,"Rotavirus, 1st dose",87.7965,12909168.0
Upper middle income,"DTP-containing vaccine, 1st dose",87.79545454545455,
Norway,"HPV Vaccination program coverage, first dose, females",87.78571428571429,1647982.0
Australia,"Polio, 3rd dose",87.76775700934579,42336919.0
Spain,"Meningococcal ACYW conjugate vaccine, last dose",87.76,3633604.0
Ireland,"Meningococcal B vaccine, last dose",87.75,167830.0
Switzerland,"Measles-containing vaccine, 1st dose",87.74758241758242,29924446.0
Turks and Caicos Islands,"Polio, 3rd dose",87.74350877192983,10556.0
Mongolia,BCG (Baccille Calmette Guérin) vaccine,87.73371212121211,20813100.0
Cyprus,"Meningococcal ACYW conjugate vaccine, last dose",87.73,1488.0
Nepal,"Rubella-containing vaccine, 1st dose",87.72548387096774,84711984.0
Fiji,"Rotavirus, 1st dose",87.72449999999999,388864.0
Burkina Faso,"Rotavirus, 1st dose",87.69809523809523,23090560.0
Saint Lucia,"Measles-containing vaccine, 1st dose",87.69325203252032,392869.0
Luxembourg,"Measles-containing vaccine, 2nd dose",87.69090909090909,126630.0
El Salvador,"Pneumococcal conjugate vaccine, 1st dose",87.68407407407408,1756992.0
Central and Eastern Europe and the Commonwealth of Independent States,BCG (Baccille Calmette Guérin) vaccine,87.68181818181819,
Tunisia,"Measles-containing vaccine, 1st dose",87.67769230769231,7501164.0
Tuvalu,"Measles-containing vaccine, 1st dose",87.67625000000001,142976.0
Spain,"Pertussis-containing vaccine, pregnant women",87.66,10900812.0
Mexico,"Measles-containing vaccine, 2nd dose",87.65940298507464,46815084.0
Armenia,"HepB, 3rd dose",87.6550684931507,4923919.0
Bhutan,"HepB, birth dose total (including those given within and after 24 hours of birth)",87.65,1117792.0
Spain,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",87.63153846153847,132626546.0
Indonesia,"HepB, birth dose total (including those given within and after 24 hours of birth)",87.6275,26669760.0
Jamaica,BCG (Baccille Calmette Guérin) vaccine,87.62700000000001,2713260.0
British Virgin Islands,BCG (Baccille Calmette Guérin) vaccine,87.61515151515151,16933.0
Thailand,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.615,9556164.0
Thailand,"Pertussis-containing vaccine, 4th dose (1st booster)",87.615,9556164.0
Thailand,"Tetanus-containing vaccine, 4th dose (1st booster)",87.615,9556164.0
Libya,"Polio, 3rd dose",87.61295652173912,5133774.0
Austria,"Polio, 3rd dose",87.60905660377358,2610866.0
"China, Macao SAR","HepB, 3rd dose",87.6077049180328,232185.0
Libya,"Pneumococcal conjugate vaccine, final dose",87.60724137931035,1752996.0
Belize,Protection at birth (PAB) against neonatal tetanus,87.60666666666667,114723.0
Gambia,"DTP-containing vaccine, 3rd dose",87.60264957264958,2105768.0
Turkmenistan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",87.6,1399230.0
Iran (Islamic Republic of),"Diphtheria-containing vaccine, 6th dose (3rd booster)",87.59583333333333,6105300.0
Iran (Islamic Republic of),"Tetanus-containing vaccine, 6th dose (3rd booster)",87.59583333333333,6105300.0
Colombia,"HepB, 3rd dose",87.59505747126437,47240032.0
Portugal,"Measles-containing vaccine, 1st dose",87.59478260869565,5137820.0
Tonga,"Tetanus-containing vaccine, 5th dose (2nd booster)",87.59,69744.0
Montenegro,"Hib, 3rd dose",87.57764705882353,54704.0
Namibia,"HepB, 3rd dose",87.57142857142857,7902861.0
Namibia,"Hib, 3rd dose",87.57142857142857,7817884.0
Maldives,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.565,259392.0
Maldives,"Pertussis-containing vaccine, 4th dose (1st booster)",87.565,259392.0
Maldives,"Tetanus-containing vaccine, 4th dose (1st booster)",87.565,259392.0
Bermuda,"Rotavirus, 1st dose",87.55857142857143,2408.0
Saudi Arabia,"Measles-containing vaccine, 1st dose",87.5530534351145,49187028.0
Costa Rica,"Measles-containing vaccine, 1st dose",87.55022900763358,4269144.0
Brazil,"Measles-containing vaccine, 1st dose",87.55007575757577,181502508.0
Chile,"Pneumococcal conjugate vaccine, final dose",87.54846153846154,12059472.0
Chile,"Measles-containing vaccine, 2nd dose",87.54254237288136,23365227.0
Fiji,"Pneumococcal conjugate vaccine, 1st dose",87.5425,388864.0
Fiji,"DTP-containing vaccine, 3rd dose",87.53727272727272,1555456.0
Georgia,"Pneumococcal conjugate vaccine, 1st dose",87.537,1823200.0
Armenia,"Pneumococcal conjugate vaccine, final dose",87.5325925925926,2597232.0
Tuvalu,"Measles-containing vaccine, 2nd dose",87.53131147540984,103881.0
Montenegro,"Measles-containing vaccine, 2nd dose",87.52319148936171,55756.0
Croatia,"Pneumococcal conjugate vaccine, final dose",87.51818181818182,765456.0
Cook Islands,Protection at birth (PAB) against neonatal tetanus,87.5,33847.0
Sri Lanka,"Measles-containing vaccine, 1st dose",87.49275,17162880.0
Madagascar,"Pneumococcal conjugate vaccine, 1st dose",87.48291666666667,46173024.0
Ireland,"Pneumococcal conjugate vaccine, final dose",87.48166666666667,4027920.0
Morocco,"Rotavirus, last dose",87.48060606060606,22591044.0
Georgia,"Inactivated polio-containing vaccine, 1st dose",87.47555555555556,1652275.0
Fiji,"Polio, 3rd dose",87.46352941176471,1555456.0
Sierra Leone,"Rotavirus, last dose",87.46300000000001,12896250.0
Ukraine,"Measles-containing vaccine, 1st dose",87.46228260869566,98548898.0
Gambia,Yellow fever vaccine,87.45463414634148,1579326.0
Zambia,"Hib, 3rd dose",87.4464406779661,98500682.0
Niger,"Hib, 3rd dose",87.43977777777778,113440224.0
Kazakhstan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",87.43947368421053,15114450.0
Antigua and Barbuda,"Inactivated polio-containing vaccine, 1st dose",87.4225925925926,103443.0
Bahamas,"Measles-containing vaccine, 1st dose",87.41178861788617,507130.0
Egypt,"HepB, birth dose (given within 24 hours of birth)",87.41043478260869,25877160.0
Anguilla,"Tetanus-containing vaccine, 5th dose (2nd booster)",87.40833333333333,324.0
New Zealand,"Rotavirus, 1st dose",87.39625,1823040.0
Bulgaria,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.39333333333333,1838196.0
Bulgaria,"Pertussis-containing vaccine, 4th dose (1st booster)",87.39333333333333,1838196.0
Bulgaria,"Tetanus-containing vaccine, 4th dose (1st booster)",87.39333333333333,1838196.0
Democratic People's Republic of Korea,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",87.38153846153845,2713018.0
Anguilla,"Inactivated polio-containing vaccine, 1st dose",87.37928571428571,378.0
Cayman Islands,"HepB, birth dose total (including those given within and after 24 hours of birth)",87.36833333333334,720.0
Ecuador,"Hib, 3rd dose",87.363,9662636.0
Venezuela (Bolivarian Republic of),BCG (Baccille Calmette Guérin) vaccine,87.3590625,59370828.0
Zimbabwe,BCG (Baccille Calmette Guérin) vaccine,87.35585365853657,62979681.0
Kazakhstan,"Pneumococcal conjugate vaccine, 1st dose",87.34913043478261,7440960.0
Colombia,BCG (Baccille Calmette Guérin) vaccine,87.34886363636365,55675752.0
High income: non oecd,"DTP-containing vaccine, 3rd dose",87.3409090909091,
Iran (Islamic Republic of),"DTP-containing vaccine, 3rd dose",87.33878787878788,67158300.0
Brunei Darussalam,"HPV Vaccination coverage by age 15, first dose, females",87.33333333333333,62188.0
Malta,"HPV Vaccination coverage by age 15, first dose, females",87.33333333333333,91196.0
Zambia,"HepB, 3rd dose",87.32454545454546,103526227.0
Austria,"DTP-containing vaccine, 3rd dose",87.3226851851852,2610866.0
Bermuda,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.31333333333333,2064.0
Bermuda,"Tetanus-containing vaccine, 4th dose (1st booster)",87.31333333333333,2064.0
Netherlands (Kingdom of the),"Diphtheria-containing vaccine, 6th dose (3rd booster)",87.31,1883940.0
Netherlands (Kingdom of the),"Tetanus-containing vaccine, 6th dose (3rd booster)",87.31,1883940.0
Samoa,"HPV Female, final dose",87.31,133788.0
Burundi,"Pneumococcal conjugate vaccine, final dose",87.29736842105264,27641584.0
Republic of Korea,"DTP-containing vaccine, 3rd dose",87.29457627118644,29420056.0
Peru,"Rotavirus, 1st dose",87.2941935483871,7322112.0
Denmark,"HPV Vaccination coverage by age 15, first dose, females",87.28571428571429,3182438.0
Sri Lanka,"Tetanus-containing vaccine, 6th dose (3rd booster)",87.28,1609020.0
Malawi,"Rubella-containing vaccine, 1st dose",87.27238095238096,126119532.0
Libya,"DTP-containing vaccine, 3rd dose",87.27223214285713,5008560.0
Turks and Caicos Islands,"Measles-containing vaccine, 2nd dose",87.26625,6734.0
Costa Rica,"Diphtheria-containing vaccine, 5th dose (2nd booster)",87.24545454545455,388104.0
Argentina,"Pneumococcal conjugate vaccine, 1st dose",87.24541666666667,18654272.0
Cabo Verde,"HepB, 3rd dose",87.2435593220339,4033896.0
Ireland,"Measles-containing vaccine, 2nd dose",87.24000000000001,7552350.0
Guatemala,"DTP-containing vaccine, 1st dose",87.23691588785046,6229647.0
Barbados,"Inactivated polio-containing vaccine, 2nd dose",87.232,2830.0
Niger,"HepB, 3rd dose",87.21755555555555,120530238.0
Guatemala,"Hib, 3rd dose",87.21631578947368,5880321.0
Lithuania,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.21499999999999,176160.0
Lithuania,"Pertussis-containing vaccine, 4th dose (1st booster)",87.21499999999999,176160.0
Lithuania,"Tetanus-containing vaccine, 4th dose (1st booster)",87.21499999999999,176160.0
Guyana,"Measles-containing vaccine, 2nd dose",87.21338461538461,848904.0
Viet Nam,BCG (Baccille Calmette Guérin) vaccine,87.2118018018018,192123568.0
Cyprus,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.20333333333332,8928.0
Cyprus,"Pertussis-containing vaccine, 4th dose (1st booster)",87.20333333333332,8928.0
Cyprus,"Tetanus-containing vaccine, 4th dose (1st booster)",87.20333333333332,8928.0
Bahamas,"DTP-containing vaccine, 3rd dose",87.18473282442748,511031.0
Australia,"DTP-containing vaccine, 3rd dose",87.17651376146789,42711582.0
High income: non oecd,"Measles-containing vaccine, 1st dose",87.1590909090909,
High income: non oecd,"Polio, 3rd dose",87.1590909090909,
San Marino,"Hib, 3rd dose",87.15684931506848,16652.0
Guatemala,"HepB, 3rd dose",87.14614035087719,6171426.0
Argentina,"Hib, 3rd dose",87.14397435897436,60626384.0
Mozambique,"Inactivated polio-containing vaccine, 1st dose",87.1185,10183582.0
Ireland,"Polio, 3rd dose",87.09706896551725,10237630.0
Saudi Arabia,Influenza other,87.08999999999999,1117887.0
Saint Lucia,"Inactivated polio-containing vaccine, 2nd dose",87.08666666666666,29990.0
Germany,"Measles-containing vaccine, 2nd dose",87.0796875,16257044.0
Malaysia,"Pneumococcal conjugate vaccine, final dose",87.07,5576016.0
Republic of Moldova,Influenza residents living in long term care facilities,87.068,548076.0
Dominica,"Tetanus-containing vaccine, 4th dose (1st booster)",87.06666666666666,5880.0
Greece,"DTP-containing vaccine, 3rd dose",87.04782608695652,11940625.0
Pakistan,"Pneumococcal conjugate vaccine, 1st dose",87.04227272727273,38372352.0
Sri Lanka,"Diphtheria-containing vaccine, 6th dose (3rd booster)",87.03272727272727,1609020.0
Central and Eastern Europe and the Commonwealth of Independent States,"DTP-containing vaccine, 3rd dose",87.02272727272727,
Armenia,"Inactivated polio-containing vaccine, 2nd dose",87.015,216436.0
Senegal,BCG (Baccille Calmette Guérin) vaccine,87.0062962962963,62659331.0
Maldives,BCG (Baccille Calmette Guérin) vaccine,87.00304687500001,2831696.0
Bolivia (Plurinational State of),"HepB, birth dose (given within 24 hours of birth)",87.0,6284376.0
Central and Eastern Europe and the Commonwealth of Independent States,"Measles-containing vaccine, 2nd dose",87.0,
Samoa,"HPV Vaccination coverage by age 15, first dose, females",87.0,156086.0
Samoa,"HPV Vaccination coverage by age 15, last dose, females",87.0,156086.0
Samoa,"HPV Vaccination program coverage, first dose, females",87.0,156086.0
Samoa,"HPV Vaccination program coverage, last dose, females",87.0,156086.0
Poland,"Rotavirus, last dose",86.99799999999999,46640534.0
Bangladesh,"Vitamin A, 1st dose",86.9732558139535,56265172.0
Fiji,"Measles-containing vaccine, 2nd dose",86.97219512195123,1105832.0
Belarus,Influenza health care workers,86.96833333333333,1048830.0
Iraq,"DTP-containing vaccine, 1st dose",86.96405940594059,91853649.0
Dominican Republic,"Rubella-containing vaccine, 1st dose",86.9634693877551,6940545.0
United Arab Emirates,"Diphtheria-containing vaccine, 6th dose (3rd booster)",86.95916666666666,486288.0
United Arab Emirates,"Tetanus-containing vaccine, 6th dose (3rd booster)",86.95916666666666,486288.0
Uganda,"DTP-containing vaccine, 1st dose",86.94285714285714,95568680.0
Cyprus,"Measles-containing vaccine, 2nd dose",86.92875,69192.0
Northern Mariana Islands,"Pneumococcal conjugate vaccine, 1st dose",86.92736842105263,4508.0
Qatar,"Polio, 3rd dose",86.92527131782946,2341221.0
Colombia,"HepB, birth dose total (including those given within and after 24 hours of birth)",86.925,6748576.0
Guinea-Bissau,"Pertussis-containing vaccine, pregnant women",86.92,279840.0
Lao People's Democratic Republic,"Hib, 3rd dose",86.91775,7379565.0
Costa Rica,"HepB, birth dose (given within 24 hours of birth)",86.90869565217392,2328624.0
Qatar,"Rotavirus, last dose",86.89931818181817,853003.0
Chile,"Diphtheria-containing vaccine, 4th dose (1st booster)",86.89666666666666,3014868.0
Dominican Republic,"DTP-containing vaccine, 1st dose",86.88794392523366,9576195.0
Serbia,"Rubella-containing vaccine, 1st dose",86.88203703703704,20383352.0
"China, Hong Kong SAR","DTP-containing vaccine, 3rd dose",86.88169491525424,1324300.0
Kiribati,"Inactivated polio-containing vaccine, 1st dose",86.88041666666668,373842.0
Switzerland,"Pneumococcal conjugate vaccine, 2nd dose",86.88,6086328.0
Republic of Moldova,"Diphtheria-containing vaccine, 4th dose (1st booster)",86.87416666666667,1096152.0
Republic of Moldova,"Tetanus-containing vaccine, 4th dose (1st booster)",86.87083333333332,1096152.0
Malta,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",86.87,469008.0
Aruba,"Diphtheria-containing vaccine, 6th dose (3rd booster)",86.848,160.0
Aruba,"Tetanus-containing vaccine, 6th dose (3rd booster)",86.848,160.0
New Zealand,"Polio, 3rd dose",86.84656862745098,7352928.0
Bahrain,BCG (Baccille Calmette Guérin) vaccine,86.84083333333334,602616.0
Ecuador,"HPV Vaccination coverage by age 15, last dose, females",86.83333333333333,1313368.0
Uganda,"Pneumococcal conjugate vaccine, 2nd dose",86.833,24930960.0
New Zealand,"Measles-containing vaccine, 2nd dose",86.83128205128205,5529888.0
Barbados,"Measles-containing vaccine, 1st dose",86.8054761904762,37073.0
Liberia,"DTP-containing vaccine, 1st dose",86.79915492957747,10001320.0
,BCG (Baccille Calmette Guérin) vaccine,86.79545454545455,
United States of America,"Rotavirus, 1st dose",86.77,15299350.0
Guatemala,"Inactivated polio-containing vaccine, 2nd dose",86.768,582210.0
Bhutan,"Vitamin A, 1st dose",86.76526315789475,4750616.0
Dominica,"HepB, 3rd dose",86.76454545454546,51940.0
Dominica,"Inactivated polio-containing vaccine, 2nd dose",86.75999999999999,4900.0
Colombia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",86.75583333333334,5061432.0
Peru,"Inactivated polio-containing vaccine, 2nd dose",86.743,2288160.0
Colombia,"Tetanus-containing vaccine, 5th dose (2nd booster)",86.73666666666666,5061432.0
Georgia,BCG (Baccille Calmette Guérin) vaccine,86.73240740740741,6153300.0
Costa Rica,"Pertussis-containing vaccine, 4th dose (1st booster)",86.71333333333334,388104.0
Panama,"Hib, 3rd dose",86.69956521739131,4188289.0
Afghanistan,"Pneumococcal conjugate vaccine, 2nd dose",86.6905,9144216.0
Morocco,"Hib, 3rd dose",86.6875,50560908.0
Trinidad and Tobago,"Rubella-containing vaccine, 1st dose",86.67161764705882,1699211.0
Costa Rica,"Measles-containing vaccine, 2nd dose",86.66808510638297,3007806.0
Austria,BCG (Baccille Calmette Guérin) vaccine,86.66666666666667,1726872.0
British Virgin Islands,"Tetanus-containing vaccine, 5th dose (2nd booster)",86.66666666666667,3444.0
European Region,"Inactivated polio-containing vaccine, 1st dose",86.66666666666667,142685136.0
Lao People's Democratic Republic,"HPV Vaccination coverage by age 15, first dose, females",86.66666666666667,1022910.0
Portugal,"Pertussis-containing vaccine, pregnant women",86.66666666666667,235320.0
Syrian Arab Republic,"HepB, birth dose (given within 24 hours of birth)",86.66529411764706,9102096.0
Australia,"Rotavirus, last dose",86.65882352941176,18733150.0
Bahrain,"Diphtheria-containing vaccine, 6th dose (3rd booster)",86.64999999999999,106344.0
